Date,Time of Day,Category,Platform,Service Type,Customer Type,Ad Spend,Conversions,Daily Revenue
2025-03-22,Night,Product,In-store,Coffee,New,8.81,3,285.26
2025-02-17,Evening,Service,In-store,Coffee,Returning,75.88,2,182.56
2024-05-20,Morning,Product,In-store,Dress,New,46.69,4,445.07
2025-02-09,Night,Product,In-store,Bread,New,22.66,2,495.4
2024-12-30,Night,Product,Google,Bread,Returning,57.64,0,298
2025-01-23,Night,Product,Google,Haircut,Returning,48.8,1,445
2025-01-07,Afternoon,Subscription,In-store,Bread,Returning,96.27,2,308.65
2025-01-31,Afternoon,Subscription,Email,Coffee,New,77.57,4,175.56
2025-05-02,Night,Product,In-store,Plumbing,Returning,55.3,2,200.64
2024-07-04,Morning,Product,Instagram,Haircut,Returning,9.57,5,376.97
2025-02-02,Afternoon,Product,Email,Plumbing,New,42.35,2,254.97
2025-01-02,Night,Subscription,In-store,Plumbing,Returning,80.77,4,231.16
2024-11-16,Night,Subscription,In-store,Bread,Returning,26.71,2,437.27
2024-08-16,Evening,Service,Instagram,Dress,New,92.17,2,451.64
2024-05-23,Morning,Subscription,Email,Bread,New,53.75,2,368.39
2025-01-14,Night,Service,Instagram,Haircut,Returning,16.24,4,381.03
2025-05-01,Night,Product,Google,Dress,New,2.63,0,187.68
2024-06-05,Afternoon,Product,Email,Haircut,Returning,19.07,1,433.97
2024-05-15,Morning,Subscription,Google,Plumbing,New,10.15,4,285.45
2025-04-29,Night,Product,In-store,Bread,New,89.22,5,418.55
2024-07-18,Night,Subscription,Email,Dress,New,92.94,3,490.38
2024-06-18,Afternoon,Subscription,Google,Coffee,Returning,49.61,5,340.46
2024-11-12,Night,Service,Instagram,Haircut,New,55.96,4,293.9
2024-12-16,Afternoon,Product,Email,Dress,Returning,23.26,4,344.39
2024-12-03,Morning,Product,Email,Coffee,New,79.58,2,176.19
2024-10-31,Afternoon,Service,In-store,Coffee,New,83.67,4,55.75
2024-11-29,Night,Subscription,Instagram,Plumbing,New,8.99,3,182.63
2025-03-10,Afternoon,Subscription,Instagram,Plumbing,New,68.33,5,336.42
2024-09-17,Evening,Service,Instagram,Dress,Returning,14.22,4,334.24
2024-05-09,Afternoon,Subscription,Google,Bread,New,24.53,5,432.07
2025-04-20,Morning,Subscription,Email,Bread,New,51.43,3,102.01
2024-05-25,Afternoon,Service,In-store,Haircut,Returning,67.61,4,49.04
2025-04-18,Afternoon,Subscription,In-store,Dress,New,54.46,4,181.08
2024-05-06,Evening,Service,Google,Bread,New,36.84,3,301.12
2024-08-19,Night,Product,Instagram,Haircut,Returning,79.25,3,182.81
2024-08-15,Afternoon,Service,Google,Dress,Returning,30.7,0,27.87
2025-04-29,Night,Service,Instagram,Coffee,Returning,61.61,4,82.73
2024-06-02,Night,Service,Google,Bread,New,79.11,1,167.04
2024-11-20,Night,Subscription,Email,Dress,Returning,59.5,2,227.17
2025-01-05,Afternoon,Service,Google,Coffee,New,19.54,3,128.7
2024-10-30,Evening,Subscription,Google,Bread,New,87.34,1,109.16
2024-08-17,Afternoon,Service,Instagram,Bread,New,76.27,4,362.97
2024-12-17,Night,Subscription,Instagram,Plumbing,New,83.71,1,448.39
2024-05-31,Evening,Service,Email,Dress,New,4.11,4,40.16
2024-10-11,Afternoon,Service,Instagram,Bread,New,60.92,2,262.17
2025-01-16,Afternoon,Subscription,Email,Plumbing,New,41.58,3,311.92
2024-12-15,Night,Subscription,Instagram,Bread,Returning,68.3,5,113.61
2024-06-05,Night,Service,Email,Coffee,Returning,21.52,5,371.56
2024-05-19,Morning,Subscription,Google,Haircut,New,90.03,0,156.76
2024-05-17,Night,Subscription,Email,Bread,New,92.06,1,114.34
2024-08-09,Night,Product,Instagram,Coffee,Returning,16.76,3,468.9
2024-11-19,Afternoon,Product,Email,Plumbing,New,22.12,0,58.86
2025-04-03,Night,Service,Google,Haircut,New,21.26,1,139.2
2025-01-15,Night,Product,Instagram,Haircut,Returning,83.29,5,134.88
2024-12-13,Evening,Subscription,Instagram,Dress,New,67.38,2,163.37
2024-06-22,Afternoon,Subscription,Instagram,Bread,Returning,16.21,2,307.69
2024-11-28,Night,Product,In-store,Haircut,Returning,99.27,0,72.37
2025-01-03,Morning,Subscription,Email,Dress,New,47.75,1,88.46
2024-12-14,Evening,Subscription,Google,Plumbing,New,59.07,0,93.67
2024-09-15,Afternoon,Service,In-store,Bread,New,30.78,0,262.6
2024-09-30,Afternoon,Service,Google,Plumbing,New,4.74,1,370.73
2024-09-19,Afternoon,Subscription,Google,Coffee,New,2.39,5,274.02
2024-06-09,Evening,Service,In-store,Dress,New,22.62,3,384.8
2025-05-01,Afternoon,Subscription,In-store,Plumbing,New,33.79,1,258.55
2024-08-24,Afternoon,Product,Instagram,Coffee,New,51.54,0,463.32
2024-09-07,Evening,Subscription,Instagram,Dress,New,66.59,2,106.78
2025-02-13,Evening,Service,Instagram,Coffee,New,97.98,3,295.63
2025-03-13,Afternoon,Product,Instagram,Dress,New,96.67,3,144.24
2024-06-30,Evening,Subscription,Google,Coffee,Returning,8.06,0,466.57
2024-12-15,Afternoon,Product,In-store,Haircut,New,19.63,1,303.73
2024-07-07,Morning,Product,Email,Bread,New,66.93,5,325.69
2024-11-14,Afternoon,Product,Instagram,Coffee,New,52.51,0,315.06
2024-07-09,Evening,Subscription,Google,Bread,Returning,54.13,4,333.53
2024-12-26,Evening,Service,Google,Plumbing,New,45.9,3,240.61
2024-09-27,Evening,Product,In-store,Haircut,Returning,48.7,1,133.45
2024-05-28,Night,Subscription,Instagram,Coffee,New,61.3,4,436.75
2025-04-01,Night,Service,Instagram,Coffee,Returning,33.4,0,188.31
2024-09-25,Night,Service,Instagram,Coffee,Returning,68.29,1,492.01
2024-05-10,Afternoon,Subscription,Email,Plumbing,New,74.15,1,449.81
2025-03-27,Morning,Service,In-store,Dress,New,75.2,1,243.17
2024-11-27,Afternoon,Service,Email,Dress,New,64.51,1,369.02
2025-03-21,Morning,Product,Email,Haircut,New,7.33,1,145.32
2025-04-24,Afternoon,Product,Instagram,Dress,Returning,91.06,5,133.84
2025-03-15,Evening,Service,In-store,Plumbing,Returning,85.4,0,264.43
2025-03-05,Evening,Subscription,In-store,Dress,Returning,74.9,5,476.98
2025-04-27,Night,Subscription,Instagram,Coffee,New,29.41,0,497.41
2024-12-03,Afternoon,Service,In-store,Haircut,New,78.45,1,73.82
2024-07-22,Evening,Subscription,In-store,Bread,New,20.75,0,46.61
2024-12-03,Evening,Service,Email,Coffee,Returning,21.39,1,340.87
2024-10-06,Morning,Product,Instagram,Plumbing,New,39.68,4,356.19
2024-07-05,Morning,Subscription,Google,Dress,New,83.18,1,70.71
2024-07-29,Morning,Product,Google,Plumbing,Returning,81.11,5,23.85
2024-06-24,Evening,Service,Instagram,Bread,New,97.38,3,366.86
2024-07-31,Evening,Subscription,Instagram,Plumbing,New,14.07,0,432.84
2025-05-01,Afternoon,Product,Instagram,Dress,Returning,30.39,3,453.55
2024-08-16,Afternoon,Service,Email,Haircut,New,96.76,5,339.4
2025-03-06,Evening,Subscription,Google,Dress,New,75.02,5,83.21
2024-07-10,Morning,Subscription,Email,Bread,Returning,37.36,5,33.52
2024-05-15,Evening,Product,Instagram,Dress,New,8.89,4,386.39
2024-08-06,Afternoon,Product,In-store,Plumbing,Returning,11.13,3,69.34
2024-08-08,Morning,Product,Google,Dress,New,46.49,5,146.57
2024-12-26,Afternoon,Product,In-store,Dress,Returning,41.5,5,324.6
2024-05-21,Night,Subscription,Email,Bread,New,12.35,0,87.81
2024-05-27,Night,Subscription,In-store,Plumbing,New,8.61,5,300.84
2024-10-17,Night,Product,Instagram,Bread,Returning,85.81,4,402.36
2025-03-12,Evening,Subscription,Google,Coffee,New,47.52,4,68.49
2025-02-17,Morning,Service,Instagram,Dress,Returning,3.91,5,55.42
2025-04-29,Night,Product,Google,Coffee,New,61.65,2,461.95
2025-01-19,Night,Subscription,Google,Plumbing,New,44.32,3,187.33
2024-06-09,Night,Service,Instagram,Haircut,New,62.15,2,92.77
2025-02-24,Morning,Service,Google,Haircut,New,28.35,5,451.55
2024-08-22,Afternoon,Product,In-store,Dress,Returning,83.62,1,123
2025-02-14,Afternoon,Service,In-store,Plumbing,New,27.01,2,27.48
2024-08-13,Night,Service,Google,Haircut,New,61.82,4,150.04
2024-08-25,Evening,Subscription,Instagram,Coffee,Returning,33.11,1,226.96
2024-09-01,Night,Subscription,Instagram,Plumbing,Returning,14.04,2,311.81
2025-03-26,Afternoon,Product,In-store,Haircut,Returning,96.57,0,425.74
2024-12-24,Afternoon,Subscription,Email,Dress,New,63.78,5,37.05
2024-09-04,Afternoon,Product,In-store,Dress,Returning,10.97,5,131.59
2025-03-08,Night,Subscription,Email,Plumbing,New,2.21,2,351.54
2025-03-21,Afternoon,Subscription,Email,Dress,Returning,67.62,1,258.31
2024-07-10,Afternoon,Product,Instagram,Haircut,Returning,10.62,0,377.45
2024-12-07,Evening,Service,In-store,Dress,Returning,40.18,0,367.18
2024-05-05,Night,Product,Email,Bread,Returning,46.09,1,179.29
2024-08-21,Morning,Service,Instagram,Plumbing,New,68.32,3,118.85
2025-05-01,Evening,Product,Instagram,Dress,New,92.76,4,30.97
2024-06-20,Morning,Product,Google,Dress,Returning,70.25,0,362.02
2025-04-25,Night,Product,Email,Bread,Returning,14.11,0,193.98
2024-09-19,Afternoon,Product,Email,Plumbing,Returning,65.98,3,135.27
2024-05-24,Night,Product,Email,Plumbing,Returning,68.04,5,164.07
2024-05-12,Evening,Subscription,Instagram,Coffee,Returning,72.49,4,122.89
2025-04-11,Afternoon,Subscription,In-store,Plumbing,New,7.15,0,353.1
2024-09-12,Evening,Product,In-store,Dress,Returning,29.49,3,71.61
2024-11-12,Evening,Service,In-store,Haircut,Returning,55.07,0,222.6
2024-06-08,Evening,Product,Email,Bread,New,58.64,3,401.21
2025-03-16,Evening,Subscription,Google,Bread,Returning,76.98,1,321.36
2025-01-09,Evening,Service,In-store,Plumbing,New,76.02,4,223.68
2024-11-04,Afternoon,Service,Google,Plumbing,Returning,90.72,0,428.71
2024-09-21,Morning,Subscription,Instagram,Haircut,Returning,65.16,4,56.27
2025-03-31,Morning,Subscription,Google,Bread,New,4.29,1,326.16
2025-02-21,Morning,Service,Instagram,Dress,Returning,46.47,5,187.5
2024-10-09,Night,Product,Instagram,Haircut,Returning,91.43,4,219.81
2025-02-18,Afternoon,Service,In-store,Dress,New,49.04,0,384.46
2024-12-14,Evening,Subscription,In-store,Bread,New,88.48,5,385.1
2025-03-29,Evening,Subscription,In-store,Plumbing,Returning,24.73,1,302.2
2024-12-23,Afternoon,Service,Instagram,Haircut,New,15.64,4,287.77
2025-02-12,Night,Product,Google,Dress,New,42.25,0,215.74
2024-08-05,Evening,Product,Email,Haircut,Returning,87.99,1,348.09
2024-08-10,Night,Subscription,Email,Dress,Returning,93.46,1,415.56
2024-07-31,Night,Service,In-store,Dress,Returning,44.11,5,86.07
2024-10-02,Afternoon,Service,Google,Plumbing,New,98.27,3,83.67
2024-05-17,Night,Service,Email,Dress,New,9.54,1,297.9
2024-07-29,Night,Product,In-store,Bread,New,89.13,1,189.81
2024-09-02,Afternoon,Product,Email,Coffee,New,42.94,2,159.19
2024-12-19,Afternoon,Product,Google,Bread,Returning,77.11,5,244.08
2024-09-04,Afternoon,Service,Instagram,Bread,Returning,1.41,2,388.67
2024-05-04,Evening,Service,Instagram,Dress,Returning,83.25,3,496.54
2024-06-08,Night,Product,Instagram,Coffee,Returning,10.58,3,250.43
2024-05-04,Night,Product,Google,Dress,New,94.72,1,426.57
2025-04-26,Night,Product,Instagram,Bread,Returning,41.63,3,384.82
2025-01-28,Morning,Service,Email,Coffee,Returning,93.01,5,422.54
2024-11-12,Night,Service,Email,Dress,New,56.12,0,385.35
2025-01-09,Morning,Product,Google,Dress,Returning,97.26,2,60.86
2025-03-03,Night,Product,Email,Dress,Returning,56.27,2,274.72
2025-04-09,Evening,Service,Email,Dress,New,50.61,0,219.28
2024-06-30,Evening,Product,Google,Bread,New,72.13,4,303.48
2024-06-13,Morning,Service,Instagram,Haircut,New,26.11,5,192.28
2025-03-21,Afternoon,Subscription,Instagram,Plumbing,New,8.29,4,409.31
2024-11-03,Afternoon,Subscription,Instagram,Bread,Returning,24.2,5,60.41
2025-03-10,Evening,Subscription,In-store,Coffee,Returning,65.36,3,187.03
2024-05-26,Evening,Service,Google,Haircut,New,62.69,4,258.85
2024-10-07,Afternoon,Product,In-store,Coffee,New,74.29,1,419.45
2025-04-17,Night,Subscription,Instagram,Bread,Returning,82.11,1,337.17
2024-10-11,Evening,Service,Email,Bread,New,90.3,1,61.93
2024-12-06,Afternoon,Subscription,Instagram,Coffee,New,67.75,0,452.72
2024-08-29,Afternoon,Subscription,In-store,Dress,Returning,50.88,1,497.52
2025-03-07,Evening,Subscription,Email,Dress,Returning,70.22,2,487.68
2024-12-31,Night,Subscription,Email,Plumbing,Returning,87.84,5,256.49
2025-04-25,Morning,Product,In-store,Bread,New,51.83,1,309.79
2025-03-03,Morning,Subscription,In-store,Coffee,Returning,73.5,5,421.42
2024-10-29,Afternoon,Subscription,Google,Plumbing,New,10.34,0,168.87
2025-01-30,Morning,Subscription,Google,Plumbing,New,52.02,3,210.58
2025-02-04,Afternoon,Service,Google,Plumbing,Returning,94.55,4,146.14
2024-05-25,Afternoon,Subscription,In-store,Haircut,Returning,87.96,0,74.47
2024-07-19,Afternoon,Subscription,In-store,Coffee,New,28.22,1,367
2024-08-14,Afternoon,Subscription,In-store,Haircut,Returning,62.82,1,75.45
2025-02-20,Evening,Service,Email,Haircut,New,62.75,5,83.91
2024-12-01,Morning,Product,Instagram,Coffee,New,28.52,3,226.91
2025-03-21,Night,Subscription,In-store,Bread,New,98.17,0,332.88
2024-07-02,Afternoon,Product,In-store,Haircut,New,76.41,5,481.29
2025-04-29,Evening,Product,In-store,Bread,Returning,44.93,3,201.27
2024-06-15,Afternoon,Product,Instagram,Dress,New,11.41,3,426.33
2024-11-19,Evening,Product,Google,Dress,New,3.57,3,261
2025-04-03,Night,Product,In-store,Haircut,New,72.22,2,87.26
2024-12-17,Evening,Service,Email,Plumbing,Returning,68.24,5,338.13
2024-07-04,Evening,Subscription,Email,Coffee,Returning,95.21,0,480.5
2024-06-18,Afternoon,Product,Email,Bread,Returning,65.65,2,80.15
2025-03-23,Afternoon,Service,Google,Coffee,Returning,6.26,0,468.77
2025-03-18,Morning,Subscription,Email,Plumbing,New,83.54,0,398.95
2024-07-13,Evening,Subscription,Instagram,Bread,New,3.65,4,277.3
2024-10-08,Evening,Subscription,Google,Dress,Returning,76.82,5,241.9
2024-09-22,Night,Service,Instagram,Coffee,New,11.1,4,69.57
2024-09-10,Night,Service,Instagram,Bread,Returning,74.51,4,72.5
2024-09-30,Night,Service,Email,Plumbing,New,21.55,5,485.07
2024-07-29,Night,Subscription,In-store,Plumbing,Returning,96.54,5,76.79
2024-11-21,Night,Product,Email,Haircut,New,6.56,2,107.6
2025-04-28,Night,Product,In-store,Coffee,New,81.85,5,454.35
2025-01-20,Morning,Product,In-store,Dress,Returning,30.65,4,176
2025-03-13,Night,Service,Email,Coffee,New,50.5,3,490.8
2024-06-10,Night,Product,In-store,Dress,Returning,4.99,0,172.27
2025-03-09,Evening,Product,In-store,Dress,New,20.63,1,61.27
2024-08-24,Morning,Service,Instagram,Plumbing,New,27.52,5,192.7
2024-12-02,Evening,Product,Instagram,Haircut,New,41.07,5,24.99
2024-10-12,Afternoon,Service,Email,Coffee,New,56.6,3,284.9
2024-10-10,Afternoon,Product,Email,Bread,New,16.15,0,62.9
2024-07-15,Morning,Product,In-store,Coffee,New,31.3,1,386.07
2024-12-16,Evening,Subscription,Email,Dress,New,55.14,0,278.84
2025-03-05,Afternoon,Service,Google,Bread,New,77.32,2,35.3
2024-12-23,Afternoon,Product,Google,Coffee,New,49.47,5,399.61
2024-11-30,Morning,Service,Instagram,Haircut,New,95.68,1,226.5
2025-01-04,Evening,Service,Instagram,Haircut,Returning,10,2,60.68
2024-08-14,Evening,Subscription,Email,Bread,Returning,13.97,0,74.46
2024-12-12,Evening,Service,Email,Bread,New,26.11,5,442.94
2024-09-03,Night,Subscription,Email,Haircut,Returning,91.55,0,352.64
2024-10-09,Night,Service,Instagram,Dress,Returning,86.44,1,352.7
2024-05-09,Morning,Subscription,Google,Coffee,Returning,42.6,3,407.56
2024-07-14,Morning,Product,Google,Plumbing,New,30.56,2,196.41
2024-06-11,Evening,Product,Instagram,Haircut,Returning,73.68,2,478.2
2024-05-12,Afternoon,Service,In-store,Plumbing,Returning,51.6,1,445.84
2024-05-07,Morning,Service,In-store,Dress,New,1.69,4,117.52
2024-07-24,Night,Product,Instagram,Dress,New,35.54,4,211.83
2024-06-14,Night,Subscription,Google,Plumbing,Returning,3.08,0,308.71
2025-03-08,Afternoon,Product,Email,Bread,Returning,91.57,4,492.62
2025-04-06,Evening,Subscription,In-store,Plumbing,New,21.73,3,260.34
2024-05-06,Evening,Service,Email,Dress,Returning,96.86,0,29.9
2024-11-12,Night,Subscription,Instagram,Bread,Returning,6.56,2,422.31
2025-04-07,Night,Product,In-store,Haircut,Returning,93.68,3,440.79
2025-04-17,Night,Product,Instagram,Dress,New,14.12,1,124.82
2024-06-02,Evening,Product,Google,Dress,Returning,15.84,1,438.42
2024-05-26,Night,Product,Email,Dress,Returning,32.38,2,318.58
2024-07-19,Afternoon,Subscription,In-store,Coffee,Returning,17.33,1,72.88
2024-08-20,Night,Subscription,Instagram,Plumbing,Returning,39.32,5,61.82
2024-08-25,Evening,Subscription,Email,Plumbing,New,59.1,3,431.43
2024-09-20,Morning,Subscription,In-store,Haircut,Returning,74.18,5,181.4
2024-12-15,Morning,Subscription,In-store,Plumbing,New,0.63,1,229.31
2024-07-19,Night,Subscription,Email,Coffee,Returning,27.44,1,426.9
2024-09-14,Afternoon,Product,In-store,Bread,New,45.95,0,375.88
2025-04-12,Evening,Product,In-store,Plumbing,New,32.89,3,442.72
2025-04-01,Morning,Service,In-store,Dress,Returning,56.16,2,111.33
2025-04-16,Afternoon,Product,Instagram,Haircut,New,44.07,3,85.12
2024-06-04,Morning,Product,In-store,Haircut,Returning,68.6,4,21.67
2024-11-04,Morning,Product,Email,Plumbing,New,20.13,4,124.34
2024-11-20,Morning,Service,In-store,Bread,Returning,97.73,3,367.8
2024-08-01,Night,Product,Email,Plumbing,New,27.25,3,471.03
2025-01-03,Afternoon,Subscription,In-store,Dress,New,7.02,0,36.27
2025-02-05,Morning,Product,Google,Plumbing,Returning,39.47,4,66.77
2024-08-13,Evening,Product,Google,Dress,New,59.66,4,342.65
2024-10-22,Night,Product,Google,Plumbing,New,70.83,0,479.25
2025-01-06,Evening,Service,Email,Dress,New,27.33,3,375.24
2025-04-13,Morning,Subscription,Google,Haircut,Returning,76.41,3,70.08
2024-12-29,Evening,Service,In-store,Dress,Returning,46.64,3,480.89
2024-05-31,Night,Subscription,Google,Haircut,Returning,33.36,5,371.63
2024-08-05,Afternoon,Service,Google,Dress,Returning,47.34,5,78.37
2024-07-17,Morning,Subscription,Email,Haircut,Returning,19.55,3,425.96
2024-05-18,Night,Product,Google,Coffee,New,54,2,391.75
2024-11-08,Afternoon,Subscription,Instagram,Dress,New,86.13,5,293.57
2024-07-10,Evening,Subscription,In-store,Dress,New,30.01,0,289.37
2024-12-03,Afternoon,Subscription,In-store,Plumbing,Returning,25.74,2,259.49
2025-03-06,Morning,Subscription,Google,Coffee,New,35.08,0,394.3
2024-11-07,Morning,Subscription,Email,Bread,Returning,10.77,4,144.66
2024-10-31,Night,Service,Instagram,Haircut,New,69.76,0,309.16
2024-07-21,Evening,Service,In-store,Plumbing,New,75.03,5,434.49
2024-05-31,Afternoon,Service,In-store,Plumbing,Returning,89.44,1,53.95
2024-10-19,Afternoon,Service,In-store,Dress,New,3.07,4,282.63
2025-03-29,Night,Product,Google,Bread,New,99.89,5,69.38
2025-03-08,Morning,Subscription,Email,Dress,Returning,84.3,4,319.49
2025-02-05,Afternoon,Subscription,Instagram,Dress,Returning,75.35,1,417.89
2025-03-08,Evening,Service,Instagram,Haircut,New,41.74,3,99.32
2024-11-07,Afternoon,Product,Email,Bread,Returning,85.5,4,65.58
2024-10-16,Morning,Service,Google,Bread,Returning,71.19,0,412.39
2024-12-26,Evening,Subscription,Google,Plumbing,Returning,80.39,5,267.01
2024-08-25,Evening,Service,In-store,Dress,Returning,97.34,0,35.76
2025-04-08,Evening,Service,Google,Coffee,New,17.02,4,393.2
2025-02-08,Afternoon,Product,In-store,Coffee,Returning,95.58,3,42.16
2024-07-06,Night,Service,Email,Bread,Returning,84.06,3,177.95
2025-01-19,Morning,Product,In-store,Coffee,New,5.53,1,112.73
2024-08-07,Morning,Service,Google,Coffee,New,40.36,0,144.7
2024-10-31,Evening,Product,Google,Plumbing,New,83.75,0,99.55
2024-10-01,Evening,Product,Google,Dress,New,74.16,3,139.47
2024-08-16,Morning,Service,Instagram,Dress,New,38.55,5,255.17
2024-10-01,Evening,Subscription,Instagram,Coffee,New,54.22,0,145.21
2024-10-05,Morning,Product,Instagram,Plumbing,New,32.78,5,462.44
2024-08-15,Morning,Subscription,Google,Dress,New,49.22,4,73.73
2024-12-12,Night,Service,In-store,Dress,New,64.16,3,152.28
2024-11-04,Evening,Subscription,Instagram,Coffee,New,56.8,4,222.47
2024-10-23,Night,Subscription,Google,Dress,New,35.31,5,251.58
2024-12-19,Night,Product,Email,Coffee,Returning,62.9,1,297.33
2024-07-16,Night,Product,In-store,Bread,New,17.74,2,369.66
2025-01-10,Evening,Subscription,Email,Haircut,Returning,66.11,2,499.3
2024-07-31,Afternoon,Subscription,Email,Haircut,Returning,53.21,5,490.29
2024-07-13,Morning,Product,Instagram,Plumbing,Returning,7.05,3,231.95
2025-01-31,Evening,Product,Email,Plumbing,New,15.96,0,77.95
2024-12-27,Night,Product,Google,Bread,Returning,53.29,1,39.37
2025-02-18,Night,Service,Instagram,Haircut,Returning,37.55,1,250.88
2024-10-08,Afternoon,Product,Email,Dress,Returning,48.65,2,412.86
2024-06-25,Evening,Subscription,In-store,Haircut,Returning,17.8,0,151.51
2024-05-19,Afternoon,Product,Google,Haircut,New,5.21,0,242.11
2025-03-09,Night,Product,Email,Dress,New,94.9,3,143.85
2024-09-13,Morning,Service,Email,Bread,New,69.52,5,440.57
2024-05-24,Evening,Subscription,Instagram,Coffee,New,37.48,1,477.62
2024-07-20,Evening,Service,Instagram,Dress,Returning,24.37,2,459.48
2024-12-11,Afternoon,Service,In-store,Plumbing,Returning,98.87,5,176.3
2025-04-12,Afternoon,Service,Google,Bread,New,75.71,0,67.17
2025-04-19,Afternoon,Service,Instagram,Plumbing,Returning,90.2,5,456.56
2024-10-03,Night,Service,In-store,Plumbing,New,16,0,361.84
2024-11-27,Night,Service,Email,Dress,New,61.57,5,116.25
2024-06-03,Morning,Product,Instagram,Plumbing,New,71.66,3,323.57
2025-02-19,Morning,Service,In-store,Dress,Returning,66.06,4,176.45
2025-01-14,Afternoon,Subscription,Email,Haircut,Returning,69.4,1,498.63
2024-06-21,Night,Product,In-store,Haircut,New,77.48,1,396.16
2024-10-08,Morning,Service,Email,Dress,Returning,43.69,2,359.05
2025-01-30,Afternoon,Service,Google,Dress,Returning,50.28,3,77.14
2024-12-15,Morning,Subscription,Email,Bread,New,63.3,4,158.66
2024-06-03,Morning,Subscription,Instagram,Coffee,New,23.02,4,486.35
2024-11-02,Night,Subscription,Instagram,Coffee,Returning,13.11,4,126.44
2025-02-19,Night,Product,In-store,Haircut,Returning,2.69,4,313.07
2024-08-27,Morning,Subscription,Instagram,Bread,New,96.63,1,404.21
2025-01-21,Afternoon,Service,Google,Bread,New,23.87,3,289.33
2024-12-05,Evening,Service,In-store,Plumbing,Returning,98.43,3,164.38
2024-06-19,Evening,Product,Instagram,Bread,New,59.1,4,334.5
2024-06-29,Morning,Subscription,Google,Coffee,New,71.53,5,371.81
2024-12-06,Night,Subscription,Email,Haircut,New,94.96,4,296.33
2025-03-09,Morning,Product,Google,Coffee,New,7.27,4,340.27
2024-05-17,Morning,Service,Instagram,Bread,Returning,21.77,1,396.47
2025-02-05,Morning,Subscription,Email,Haircut,New,90.66,0,397.01
2024-05-05,Morning,Service,Email,Plumbing,Returning,49.14,4,309.54
2025-02-04,Evening,Service,Google,Coffee,Returning,3.01,4,385.06
2024-10-02,Morning,Service,In-store,Coffee,New,46.4,5,206.35
2024-09-08,Afternoon,Product,Instagram,Coffee,New,97.06,3,459.97
2024-06-17,Afternoon,Product,Google,Dress,Returning,74.78,2,225.48
2024-08-29,Evening,Subscription,In-store,Bread,New,65.71,4,459.01
2024-10-09,Morning,Product,Google,Coffee,Returning,64.22,4,84.1
2024-10-05,Afternoon,Product,Instagram,Plumbing,Returning,68.04,2,464.24
2025-03-08,Night,Subscription,In-store,Dress,New,42.73,5,229.99
2025-01-25,Night,Product,In-store,Bread,Returning,32.39,4,357.74
2024-11-12,Morning,Service,Google,Haircut,New,48.4,4,22.56
2024-12-21,Night,Product,In-store,Haircut,New,37.78,3,430.9
2024-11-07,Night,Service,In-store,Coffee,New,90.39,4,49.03
2025-01-17,Night,Product,Instagram,Coffee,New,9.06,1,140.17
2025-02-02,Afternoon,Service,Google,Bread,New,29.41,3,102.13
2024-10-06,Morning,Service,Instagram,Bread,New,76.05,5,292.39
2024-10-03,Morning,Product,Google,Plumbing,Returning,47.1,5,355.45
2024-05-04,Evening,Product,Instagram,Dress,Returning,7.88,0,256.61
2025-04-02,Evening,Service,Instagram,Dress,Returning,40.76,0,152.94
2024-05-08,Night,Subscription,Email,Plumbing,Returning,23.44,1,461.9
2024-09-19,Evening,Service,Instagram,Bread,New,52.41,5,462.76
2025-01-23,Night,Subscription,Instagram,Plumbing,New,33.57,0,309.25
2025-03-06,Night,Service,Instagram,Bread,Returning,44.5,4,467.05
2024-11-03,Afternoon,Product,Email,Plumbing,Returning,92.96,0,139.2
2024-09-28,Afternoon,Service,Email,Plumbing,Returning,49.91,3,348.77
2025-03-14,Morning,Subscription,Instagram,Coffee,Returning,37.43,0,337.85
2024-09-26,Morning,Product,In-store,Haircut,New,29.7,3,164.56
2024-07-15,Night,Subscription,In-store,Plumbing,Returning,97.2,4,337.91
2024-08-29,Night,Product,Google,Plumbing,New,74.44,5,108.64
2024-11-29,Evening,Product,Email,Bread,Returning,35.44,4,24.26
2024-12-21,Morning,Service,Email,Coffee,New,91.26,5,49.65
2024-05-31,Night,Subscription,Google,Haircut,New,11.02,3,430.08
2024-11-27,Evening,Service,Google,Plumbing,Returning,70.92,0,300.56
2025-04-09,Evening,Product,Email,Plumbing,Returning,23.75,2,330.61
2024-10-04,Afternoon,Service,Instagram,Dress,Returning,82.37,3,409.99
2024-06-26,Night,Subscription,Email,Coffee,New,65.59,2,480.05
2025-01-14,Afternoon,Service,In-store,Bread,New,55.86,0,36.2
2024-09-02,Morning,Service,Google,Dress,New,87.79,3,315.5
2024-07-17,Afternoon,Subscription,Google,Dress,New,60.25,2,454.77
2025-03-08,Evening,Product,Instagram,Haircut,Returning,42.1,4,26.86
2024-09-18,Night,Service,Instagram,Coffee,New,58.29,1,194.38
2024-12-03,Evening,Service,Instagram,Coffee,New,31.71,0,354.2
2025-01-25,Morning,Subscription,Google,Coffee,Returning,88.41,4,496.07
2024-05-25,Evening,Product,Instagram,Plumbing,Returning,57.76,1,222.57
2024-12-21,Morning,Service,In-store,Coffee,New,29.75,2,252.79
2025-01-19,Night,Product,Instagram,Plumbing,Returning,23.55,0,386.78
2025-02-19,Evening,Product,Google,Plumbing,New,38.62,0,328.07
2024-11-25,Morning,Service,Google,Dress,New,96.16,1,357.88
